Program,Year,State,Commodity,Data Item,Value
SURVEY,2016,OREGON,WHEAT,WHEAT - ACRES PLANTED,"810,000"
SURVEY,2016,OREGON,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","180,160,000"
SURVEY,2016,PENNSYLVANIA,BARLEY,BARLEY - ACRES HARVESTED,"38,000"
SURVEY,2016,PENNSYLVANIA,BARLEY,BARLEY - ACRES PLANTED,"55,000"
SURVEY,2016,PENNSYLVANIA,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","8,123,000"
SURVEY,2016,PENNSYLVANIA,CORN,"CORN, GRAIN - ACRES HARVESTED","950,000"
SURVEY,2016,PENNSYLVANIA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","495,102,000"
SURVEY,2016,PENNSYLVANIA,OATS,OATS - ACRES HARVESTED,"50,000"
SURVEY,2016,PENNSYLVANIA,OATS,OATS - ACRES PLANTED,"85,000"
SURVEY,2016,PENNSYLVANIA,OATS,"OATS - PRODUCTION, MEASURED IN $","9,246,000"
SURVEY,2016,PENNSYLVANIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"595,000"
SURVEY,2016,PENNSYLVANIA,SOYBEANS,SOYBEANS - ACRES PLANTED,"600,000"
SURVEY,2016,PENNSYLVANIA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","249,757,000"
SURVEY,2016,PENNSYLVANIA,WHEAT,WHEAT - ACRES HARVESTED,"150,000"
SURVEY,2016,PENNSYLVANIA,WHEAT,WHEAT - ACRES PLANTED,"190,000"
SURVEY,2016,PENNSYLVANIA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","47,328,000"
SURVEY,2016,SOUTH CAROLINA,CORN,"CORN, GRAIN - ACRES HARVESTED","350,000"
SURVEY,2016,SOUTH CAROLINA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","164,021,000"
SURVEY,2016,SOUTH CAROLINA,COTTON,COTTON - ACRES HARVESTED,"183,000"
SURVEY,2016,SOUTH CAROLINA,COTTON,COTTON - ACRES PLANTED,"190,000"
SURVEY,2016,SOUTH CAROLINA,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","89,465,000"
SURVEY,2016,SOUTH CAROLINA,OATS,OATS - ACRES HARVESTED,"7,000"
SURVEY,2016,SOUTH CAROLINA,OATS,OATS - ACRES PLANTED,"17,000"
SURVEY,2016,SOUTH CAROLINA,OATS,"OATS - PRODUCTION, MEASURED IN $","998,000"
SURVEY,2016,SOUTH CAROLINA,PEANUTS,PEANUTS - ACRES HARVESTED,"106,000"
SURVEY,2016,SOUTH CAROLINA,PEANUTS,PEANUTS - ACRES PLANTED,"110,000"
SURVEY,2016,SOUTH CAROLINA,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN $","65,126,000"
SURVEY,2016,SOUTH CAROLINA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"405,000"
SURVEY,2016,SOUTH CAROLINA,SOYBEANS,SOYBEANS - ACRES PLANTED,"420,000"
SURVEY,2016,SOUTH CAROLINA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","121,532,000"
SURVEY,2016,SOUTH CAROLINA,WHEAT,WHEAT - ACRES HARVESTED,"50,000"
SURVEY,2016,SOUTH CAROLINA,WHEAT,WHEAT - ACRES PLANTED,"60,000"
SURVEY,2016,SOUTH CAROLINA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","9,331,000"
SURVEY,2016,SOUTH DAKOTA,CORN,"CORN, GRAIN - ACRES HARVESTED","5,130,000"
SURVEY,2016,SOUTH DAKOTA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","2,552,124,000"
SURVEY,2016,SOUTH DAKOTA,FLAXSEED,FLAXSEED - ACRES HARVESTED,"9,000"
SURVEY,2016,SOUTH DAKOTA,FLAXSEED,FLAXSEED - ACRES PLANTED,"10,000"
SURVEY,2016,SOUTH DAKOTA,FLAXSEED,"FLAXSEED - PRODUCTION, MEASURED IN $","1,231,000"
SURVEY,2016,SOUTH DAKOTA,MILLET,"MILLET, PROSO - ACRES HARVESTED","40,000"
SURVEY,2016,SOUTH DAKOTA,MILLET,"MILLET, PROSO - ACRES PLANTED","48,000"
SURVEY,2016,SOUTH DAKOTA,MILLET,"MILLET, PROSO - PRODUCTION, MEASURED IN $","4,887,000"
SURVEY,2016,SOUTH DAKOTA,OATS,OATS - ACRES HARVESTED,"110,000"
SURVEY,2016,SOUTH DAKOTA,OATS,OATS - ACRES PLANTED,"295,000"
SURVEY,2016,SOUTH DAKOTA,OATS,"OATS - PRODUCTION, MEASURED IN $","17,769,000"
SURVEY,2016,SOUTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - ACRES HARVESTED","30,000"
SURVEY,2016,SOUTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - ACRES PLANTED","32,000"
SURVEY,2016,SOUTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN $", (D)
SURVEY,2016,SOUTH DAKOTA,SAFFLOWER,SAFFLOWER - ACRES HARVESTED,"18,500"
SURVEY,2016,SOUTH DAKOTA,SAFFLOWER,SAFFLOWER - ACRES PLANTED,"21,800"
SURVEY,2016,SOUTH DAKOTA,SAFFLOWER,"SAFFLOWER - PRODUCTION, MEASURED IN $","3,643,000"
SURVEY,2016,SOUTH DAKOTA,SORGHUM,SORGHUM - ACRES PLANTED,"270,000"
SURVEY,2016,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","200,000"
SURVEY,2016,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","44,682,000"
SURVEY,2016,SOUTH DAKOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"5,170,000"
SURVEY,2016,SOUTH DAKOTA,SOYBEANS,SOYBEANS - ACRES PLANTED,"5,200,000"
SURVEY,2016,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","2,310,912,000"
SURVEY,2016,SOUTH DAKOTA,SUNFLOWER,SUNFLOWER - ACRES HARVESTED,"540,000"
SURVEY,2016,SOUTH DAKOTA,SUNFLOWER,SUNFLOWER - ACRES PLANTED,"558,000"
SURVEY,2016,SOUTH DAKOTA,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN $","180,204,000"
SURVEY,2016,SOUTH DAKOTA,WHEAT,WHEAT - ACRES HARVESTED,"2,157,000"
SURVEY,2016,SOUTH DAKOTA,WHEAT,WHEAT - ACRES PLANTED,"2,270,000"
SURVEY,2016,SOUTH DAKOTA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","456,411,000"
SURVEY,2016,TENNESSEE,CORN,"CORN, GRAIN - ACRES HARVESTED","830,000"
SURVEY,2016,TENNESSEE,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","458,708,000"
SURVEY,2016,TENNESSEE,COTTON,COTTON - ACRES HARVESTED,"250,000"
SURVEY,2016,TENNESSEE,COTTON,COTTON - ACRES PLANTED,"255,000"
SURVEY,2016,TENNESSEE,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","232,121,000"
SURVEY,2016,TENNESSEE,SOYBEANS,SOYBEANS - ACRES HARVESTED,"1,630,000"
SURVEY,2016,TENNESSEE,SOYBEANS,SOYBEANS - ACRES PLANTED,"1,660,000"
SURVEY,2016,TENNESSEE,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","717,363,000"
SURVEY,2016,TENNESSEE,WHEAT,WHEAT - ACRES HARVESTED,"335,000"
SURVEY,2016,TENNESSEE,WHEAT,WHEAT - ACRES PLANTED,"400,000"
SURVEY,2016,TENNESSEE,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","113,471,000"
SURVEY,2016,TEXAS,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","24,000"
SURVEY,2016,TEXAS,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","29,000"
SURVEY,2016,TEXAS,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","9,214,000"
SURVEY,2016,TEXAS,CORN,"CORN, GRAIN - ACRES HARVESTED","2,550,000"
SURVEY,2016,TEXAS,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","1,201,484,000"
SURVEY,2016,TEXAS,COTTON,COTTON - ACRES HARVESTED,"5,215,000"
SURVEY,2016,TEXAS,COTTON,COTTON - ACRES PLANTED,"5,667,000"
SURVEY,2016,TEXAS,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","3,100,677,000"
SURVEY,2016,TEXAS,OATS,OATS - ACRES HARVESTED,"60,000"
SURVEY,2016,TEXAS,OATS,OATS - ACRES PLANTED,"470,000"
SURVEY,2016,TEXAS,OATS,"OATS - PRODUCTION, MEASURED IN $","12,090,000"
SURVEY,2016,TEXAS,PEANUTS,PEANUTS - ACRES HARVESTED,"205,000"
SURVEY,2016,TEXAS,PEANUTS,PEANUTS - ACRES PLANTED,"305,000"
SURVEY,2016,TEXAS,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN $","129,839,000"
SURVEY,2016,TEXAS,RICE,RICE - ACRES HARVESTED,"187,000"
SURVEY,2016,TEXAS,RICE,RICE - ACRES PLANTED,"195,000"
SURVEY,2016,TEXAS,RICE,"RICE - PRODUCTION, MEASURED IN $","143,166,000"
SURVEY,2016,TEXAS,SORGHUM,SORGHUM - ACRES PLANTED,"1,900,000"
SURVEY,2016,TEXAS,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","1,750,000"
SURVEY,2016,TEXAS,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","384,199,000"
SURVEY,2016,TEXAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,"145,000"
SURVEY,2016,TEXAS,SOYBEANS,SOYBEANS - ACRES PLANTED,"165,000"
SURVEY,2016,TEXAS,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","41,174,000"
SURVEY,2016,TEXAS,SUNFLOWER,SUNFLOWER - ACRES HARVESTED,"38,500"
SURVEY,2016,TEXAS,SUNFLOWER,SUNFLOWER - ACRES PLANTED,"45,500"
SURVEY,2016,TEXAS,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN $","9,408,000"
SURVEY,2016,TEXAS,WHEAT,WHEAT - ACRES HARVESTED,"2,800,000"
SURVEY,2016,TEXAS,WHEAT,WHEAT - ACRES PLANTED,"5,000,000"
SURVEY,2016,TEXAS,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","317,184,000"
SURVEY,2016,UTAH,BARLEY,BARLEY - ACRES HARVESTED,"19,000"
SURVEY,2016,UTAH,BARLEY,BARLEY - ACRES PLANTED,"29,000"
SURVEY,2016,UTAH,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","3,677,000"
SURVEY,2016,UTAH,CORN,"CORN, GRAIN - ACRES HARVESTED","29,000"
SURVEY,2016,UTAH,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","19,640,000"
SURVEY,2016,UTAH,SAFFLOWER,SAFFLOWER - ACRES HARVESTED,"13,500"
SURVEY,2016,UTAH,SAFFLOWER,SAFFLOWER - ACRES PLANTED,"14,000"
SURVEY,2016,UTAH,SAFFLOWER,"SAFFLOWER - PRODUCTION, MEASURED IN $", (D)
SURVEY,2016,UTAH,WHEAT,WHEAT - ACRES HARVESTED,"120,000"
SURVEY,2016,UTAH,WHEAT,WHEAT - ACRES PLANTED,"129,000"
SURVEY,2016,UTAH,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","29,298,000"
SURVEY,2016,VIRGINIA,BARLEY,BARLEY - ACRES HARVESTED,"12,000"
SURVEY,2016,VIRGINIA,BARLEY,BARLEY - ACRES PLANTED,"33,000"
SURVEY,2016,VIRGINIA,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","2,251,000"
SURVEY,2016,VIRGINIA,CORN,"CORN, GRAIN - ACRES HARVESTED","340,000"
SURVEY,2016,VIRGINIA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","201,280,000"
SURVEY,2016,VIRGINIA,COTTON,COTTON - ACRES HARVESTED,"72,000"
SURVEY,2016,VIRGINIA,COTTON,COTTON - ACRES PLANTED,"73,000"
SURVEY,2016,VIRGINIA,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","29,616,000"
SURVEY,2016,VIRGINIA,PEANUTS,PEANUTS - ACRES HARVESTED,"21,000"
SURVEY,2016,VIRGINIA,PEANUTS,PEANUTS - ACRES PLANTED,"21,000"
SURVEY,2016,VIRGINIA,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN $","15,637,000"
SURVEY,2016,VIRGINIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"600,000"
SURVEY,2016,VIRGINIA,SOYBEANS,SOYBEANS - ACRES PLANTED,"610,000"
SURVEY,2016,VIRGINIA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","203,040,000"
SURVEY,2016,VIRGINIA,WHEAT,WHEAT - ACRES HARVESTED,"175,000"
SURVEY,2016,VIRGINIA,WHEAT,WHEAT - ACRES PLANTED,"210,000"
SURVEY,2016,VIRGINIA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","44,056,000"
SURVEY,2016,WASHINGTON,BARLEY,BARLEY - ACRES HARVESTED,"93,000"
SURVEY,2016,WASHINGTON,BARLEY,BARLEY - ACRES PLANTED,"110,000"
SURVEY,2016,WASHINGTON,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","20,695,000"
SURVEY,2016,WASHINGTON,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","133,000"
SURVEY,2016,WASHINGTON,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","135,000"
SURVEY,2016,WASHINGTON,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","82,613,000"
SURVEY,2016,WASHINGTON,CANOLA,CANOLA - ACRES HARVESTED,"31,000"
SURVEY,2016,WASHINGTON,CANOLA,CANOLA - ACRES PLANTED,"33,000"
SURVEY,2016,WASHINGTON,CANOLA,"CANOLA - PRODUCTION, MEASURED IN $","9,734,000"
SURVEY,2016,WASHINGTON,CORN,"CORN, GRAIN - ACRES HARVESTED","85,000"
SURVEY,2016,WASHINGTON,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","94,082,000"
SURVEY,2016,WASHINGTON,LENTILS,LENTILS - ACRES HARVESTED,"69,000"
SURVEY,2016,WASHINGTON,LENTILS,LENTILS - ACRES PLANTED,"70,000"
SURVEY,2016,WASHINGTON,LENTILS,"LENTILS - PRODUCTION, MEASURED IN $","26,662,000"
SURVEY,2016,WASHINGTON,OATS,OATS - ACRES HARVESTED,"7,000"
SURVEY,2016,WASHINGTON,OATS,OATS - ACRES PLANTED,"18,000"
SURVEY,2016,WASHINGTON,OATS,"OATS - PRODUCTION, MEASURED IN $","756,000"
SURVEY,2016,WASHINGTON,PEAS,"PEAS, DRY EDIBLE - ACRES HARVESTED","89,000"
SURVEY,2016,WASHINGTON,PEAS,"PEAS, DRY EDIBLE - ACRES PLANTED","90,000"
SURVEY,2016,WASHINGTON,PEAS,"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN $","26,273,000"
SURVEY,2016,WASHINGTON,WHEAT,WHEAT - ACRES HARVESTED,"2,200,000"
SURVEY,2016,WASHINGTON,WHEAT,WHEAT - ACRES PLANTED,"2,240,000"
SURVEY,2016,WASHINGTON,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","656,782,000"
SURVEY,2016,WEST VIRGINIA,CORN,"CORN, GRAIN - ACRES HARVESTED","35,000"
SURVEY,2016,WEST VIRGINIA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","19,793,000"
SURVEY,2016,WEST VIRGINIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"26,000"
SURVEY,2016,WEST VIRGINIA,SOYBEANS,SOYBEANS - ACRES PLANTED,"27,000"
SURVEY,2016,WEST VIRGINIA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","12,464,000"
SURVEY,2016,WEST VIRGINIA,WHEAT,WHEAT - ACRES HARVESTED,"4,000"
SURVEY,2016,WEST VIRGINIA,WHEAT,WHEAT - ACRES PLANTED,"7,000"
SURVEY,2016,WEST VIRGINIA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","1,171,000"
SURVEY,2016,WISCONSIN,CORN,"CORN, GRAIN - ACRES HARVESTED","3,220,000"
SURVEY,2016,WISCONSIN,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","1,879,965,000"
SURVEY,2016,WISCONSIN,OATS,OATS - ACRES HARVESTED,"100,000"
SURVEY,2016,WISCONSIN,OATS,OATS - ACRES PLANTED,"210,000"
SURVEY,2016,WISCONSIN,OATS,"OATS - PRODUCTION, MEASURED IN $","12,276,000"
SURVEY,2016,WISCONSIN,SOYBEANS,SOYBEANS - ACRES HARVESTED,"1,950,000"
SURVEY,2016,WISCONSIN,SOYBEANS,SOYBEANS - ACRES PLANTED,"1,960,000"
SURVEY,2016,WISCONSIN,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","1,003,860,000"
SURVEY,2016,WISCONSIN,WHEAT,WHEAT - ACRES HARVESTED,"250,000"
SURVEY,2016,WISCONSIN,WHEAT,WHEAT - ACRES PLANTED,"270,000"
SURVEY,2016,WISCONSIN,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","69,323,000"
SURVEY,2016,WYOMING,BARLEY,BARLEY - ACRES HARVESTED,"82,000"
SURVEY,2016,WYOMING,BARLEY,BARLEY - ACRES PLANTED,"95,000"
SURVEY,2016,WYOMING,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","43,611,000"
SURVEY,2016,WYOMING,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","31,100"
SURVEY,2016,WYOMING,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","33,000"
SURVEY,2016,WYOMING,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","21,110,000"
SURVEY,2016,WYOMING,CORN,"CORN, GRAIN - ACRES HARVESTED","69,000"
SURVEY,2016,WYOMING,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","34,385,000"
SURVEY,2016,WYOMING,OATS,OATS - ACRES HARVESTED,"7,000"
SURVEY,2016,WYOMING,OATS,OATS - ACRES PLANTED,"23,000"
SURVEY,2016,WYOMING,OATS,"OATS - PRODUCTION, MEASURED IN $","1,009,000"
SURVEY,2016,WYOMING,WHEAT,WHEAT - ACRES HARVESTED,"125,000"
SURVEY,2016,WYOMING,WHEAT,WHEAT - ACRES PLANTED,"140,000"
SURVEY,2016,WYOMING,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","13,685,000"
